City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,peruibe,-24.32,-46.9983,22.55,72,39,2.18,BR,1685636823
365,marion,39.7684,-86.1555,30.79,49,20,4.12,US,1685637045
366,orkney,-26.9802,26.6727,11.52,39,0,2.7,ZA,1685637045
367,latakia,35.5148,35.7768,25.1,64,55,2.02,SY,1685637046
368,crucecita,-28.95,-58.9833,25.03,55,53,4.27,AR,1685637046
369,alice springs,-23.7,133.8833,6.75,45,0,2.06,AU,1685637046
370,coro,11.4045,-69.6734,33.96,53,89,3.99,VE,1685637046
371,rio verde de mato grosso,-18.9181,-54.8442,27.14,57,14,1.36,BR,1685637046
372,sao geraldo do araguaia,-6.4006,-48.555,31.09,59,3,0.59,BR,1685637046
373,redencao,-4.2258,-38.7306,30.97,59,21,0.94,BR,1685637046
374,essaouira,31.5125,-9.77,23.72,56,20,4.63,MA,1685637046
375,malango,-2.9627,119.9001,19.68,98,99,0.8,ID,1685637046
376,ar rutbah,33.0381,40.2848,28.72,23,20,1.56,IQ,1685637046
377,saldanha,-33.0117,17.9442,17.03,87,3,3.62,ZA,1685636984
378,fada,9.5667,8.3,28.03,63,93,3.07,NG,1685637047
379,porbandar,21.6422,69.6093,28.78,84,36,6.15,IN,1685637047
380,tura,25.5198,90.2201,27.16,57,23,2.42,IN,1685637047
381,lambarene,-0.7001,10.2406,26.87,82,71,1.04,GA,1685637047
382,notodden,59.5594,9.2585,18.87,37,0,2.06,NO,1685637047
383,praya,14.9215,-23.5087,28.3,39,0,7.72,CV,1685637047
384,muscat,23.6139,58.5922,37.01,47,6,3.23,OM,1685636868
385,happy valley-goose bay,53.3168,-60.3315,9.17,66,100,7.2,CA,1685637047
386,itoman,26.1247,127.6694,26.43,96,100,14.92,JP,1685636969
387,caconda,-13.7333,15.0667,21.49,37,31,1.64,AO,1685637048
388,al hudaydah,14.7978,42.9545,31.83,65,35,0.54,YE,1685637048
389,peace river,56.2501,-117.286,16.17,36,20,2.57,CA,1685637048
390,aberglasslyn,-32.7,151.5333,14.75,80,19,1.05,AU,1685637048
391,zaterechnyy,44.7931,45.2097,20.54,64,15,2.78,RU,1685637048
392,weno,7.4515,151.8468,25.97,94,100,4.12,FM,1685637048
393,ceylanpinar,36.8472,40.05,27.05,18,2,3.67,TR,1685637048
394,robore,-18.3333,-59.75,27.05,74,7,0.0,BO,1685637048
395,pago pago,-14.2781,-170.7025,26.55,89,40,4.12,AS,1685637048
396,ouadda,8.0777,22.4007,19.95,96,74,2.98,CF,1685637048
397,fort st. john,56.2499,-120.8529,10.94,46,20,4.12,CA,1685637034
398,batticaloa,7.7102,81.6924,28.77,74,96,3.21,LK,1685637049
399,barkly west,-28.5354,24.5215,11.6,38,1,3.49,ZA,1685637049
400,shingu,33.7333,135.9833,22.69,96,100,5.62,JP,1685637049
401,vila franca do campo,37.7167,-25.4333,20.23,75,66,0.99,PT,1685637049
402,tembisa,-25.9964,28.2268,12.62,60,0,0.89,ZA,1685637049
403,nemuro,43.3236,145.575,10.55,97,99,8.89,JP,1685637049
404,puerto cabezas,14.0351,-83.3888,29.98,79,40,2.06,NI,1685637049
405,cortland,42.6001,-76.083,29.84,26,0,2.06,US,1685637049
406,yeniseysk,58.4497,92.1703,16.14,54,92,1.25,RU,1685637049
407,paradip garh,20.3167,86.6167,30.39,76,100,4.66,IN,1685637049
408,catarman,12.4989,124.6377,27.19,85,98,3.94,PH,1685637049
409,greenville,35.6127,-77.3663,23.01,94,100,3.6,US,1685637050
410,taltal,-25.4,-70.4833,17.5,77,49,1.97,CL,1685637050
411,zakynthos,37.7914,20.8953,26.62,44,40,2.57,GR,1685636901
412,north ward,-19.2454,146.8075,15.95,94,2,1.54,AU,1685637050
413,north bend,43.4065,-124.2243,15.65,73,0,0.0,US,1685637050
414,jaisalmer,26.9147,70.9181,32.59,40,1,5.46,IN,1685637050
415,tchibanga,-2.85,11.0333,24.69,91,94,1.32,GA,1685637050
416,zabol,32.25,67.25,22.73,10,0,4.42,AF,1685637050
417,kovdor,67.5662,30.4758,2.86,89,100,7.27,RU,1685637050
418,laguna,38.421,-121.4238,20.6,67,0,4.12,US,1685637050
419,thurso,58.5927,-3.5259,11.03,69,10,4.36,GB,1685637050
420,ixtapa,20.7,-105.2,26.57,74,100,4.12,MX,1685637051
421,conception bay south,47.4999,-52.9981,13.91,83,79,4.39,CA,1685637051
422,coahuayana de hidalgo,18.7,-103.6583,31.61,44,1,2.5,MX,1685637051
423,gadzhiyevo,69.2551,33.3362,4.24,67,100,9.1,RU,1685637051
424,krasnozerskoye,53.9828,79.2374,18.73,36,26,2.21,RU,1685637051
425,miri,4.4148,114.0089,27.08,83,40,3.09,MY,1685637051
426,gaiman,-43.2897,-65.4929,15.91,28,100,8.4,AR,1685637051
427,durban,-29.8579,31.0292,14.51,57,7,0.96,ZA,1685637025
428,margate,51.3813,1.3862,15.5,72,68,4.47,GB,1685637051
429,jiaojiang,28.6803,121.4428,26.11,92,0,2.27,CN,1685637051
430,oranjemund,-28.55,16.4333,15.66,65,18,3.0,NA,1685637052
431,as sulayyil,20.4607,45.5779,33.14,29,100,7.55,SA,1685637052
432,east london,-33.0153,27.9116,17.52,72,0,4.63,ZA,1685637052
433,broome,42.2506,-75.833,30.95,38,0,3.6,US,1685637052
434,hobyo,5.3505,48.5268,28.38,80,79,10.32,SO,1685637052
435,awjilah,29.1081,21.2869,28.3,40,0,11.21,LY,1685637052
436,antsiranana,-12.2787,49.2917,24.81,68,19,8.38,MG,1685637012
437,formosa,-26.1775,-58.1781,25.54,69,40,4.12,AR,1685636868
438,trondheim,63.4305,10.3951,7.05,78,98,0.45,NO,1685636627
439,astrakhan,46.3497,48.0408,19.95,72,0,9.0,RU,1685637000
440,salym,60.0625,71.4789,21.39,59,100,3.98,RU,1685637052
441,nar'yan-mar,67.6713,53.087,12.01,85,100,4.74,RU,1685637052
442,turtas,58.9417,69.1325,22.32,60,99,4.41,RU,1685637052
443,kargasok,59.0556,80.8572,19.5,47,44,3.19,RU,1685637053
444,labasa,-16.4167,179.3833,24.27,93,47,2.4,FJ,1685636965
445,kralendijk,12.15,-68.2667,33.99,52,0,5.14,BQ,1685637053
446,taroa,8.7058,171.2275,27.6,77,98,5.76,MH,1685637053
447,corner brook,48.9667,-57.9484,25.09,46,100,0.92,CA,1685637053
448,new norfolk,-42.7826,147.0587,8.73,68,99,1.34,AU,1685637053
449,zalesovo,53.9939,84.7431,14.32,53,50,1.06,RU,1685637053
450,fort wellington,6.4,-57.6,29.0,72,41,3.72,GY,1685637053
451,ulladulla,-35.35,150.4667,8.76,87,99,1.69,AU,1685637053
452,puerto san jose,13.9256,-90.8244,29.89,67,57,1.96,GT,1685637053
453,kyakhta,50.3508,106.4494,10.44,51,97,1.67,RU,1685637054
454,plastun,44.7561,136.2939,10.43,96,64,1.44,RU,1685637054
455,lamu,-2.2717,40.902,26.12,78,11,5.04,KE,1685637054
456,chepen,-7.2167,-79.45,27.64,55,12,4.23,PE,1685637054
457,floro,61.5996,5.0328,16.24,62,20,9.77,NO,1685637054
458,callao,-12.0667,-77.15,25.95,68,100,5.66,PE,1685637054
459,chalastra,40.6286,22.7328,26.16,47,23,3.33,GR,1685637054
460,ketchikan,55.3422,-131.6461,9.26,87,100,7.2,US,1685637054
461,kaspiyskiy,45.3929,47.3707,20.71,68,22,5.24,RU,1685637054
462,kourou,5.1552,-52.6478,30.03,73,80,3.12,GF,1685637054
463,senanga,-16.1167,23.2667,25.37,26,41,1.88,ZM,1685637055
464,chekhov,55.1431,37.4711,20.05,57,26,4.24,RU,1685636966
465,balqash,46.8481,74.995,22.16,31,0,7.88,KZ,1685637055
466,saint croix,17.7397,-64.7388,30.53,70,40,6.69,VI,1685637055
467,imbituba,-28.24,-48.6703,22.14,58,0,1.78,BR,1685637055
468,sant lluis,39.8526,4.2594,21.22,73,75,2.57,ES,1685637055
469,rocha,-34.4833,-54.3333,21.68,55,4,3.9,UY,1685637055
470,itamaraca,-7.7478,-34.8256,29.03,62,32,3.69,BR,1685636955
471,al ghayzah,16.2079,52.176,29.0,82,0,6.62,YE,1685637055
472,luebo,-5.35,21.4167,26.87,46,6,1.07,CD,1685637055
473,naantali,60.4674,22.0243,10.23,32,0,5.66,FI,1685637055
474,debre tabor,11.85,38.0167,15.02,73,94,2.08,ET,1685637055
475,khandyga,62.6667,135.6,10.8,82,98,1.49,RU,1685637055
476,tarawa,1.419,172.984,28.46,77,93,4.62,KI,1685637056
477,tarko-sale,64.9225,77.785,21.53,53,100,11.95,RU,1685637056
478,novodvinsk,64.4165,40.8122,10.7,76,100,2.24,RU,1685637056
479,san pedro pochutla,15.7333,-96.4667,32.06,53,14,3.2,MX,1685637056
480,pajapan,18.25,-94.7,28.09,49,5,2.84,MX,1685637056
481,ola,59.5833,151.2833,10.08,76,77,6.0,RU,1685637056
482,bumba,2.1833,22.4667,26.51,70,77,1.42,CD,1685637056
483,caleta de carquin,-11.0925,-77.6267,23.48,66,37,3.92,PE,1685637056
484,taoudenni,22.6783,-3.9836,38.5,8,36,7.08,ML,1685637057
485,saint-joseph,-21.3667,55.6167,22.21,76,32,5.76,RE,1685637006
486,prien,30.1819,-93.2738,30.01,62,0,1.79,US,1685637057
487,xining,36.6167,101.7667,9.92,70,100,4.09,CN,1685637058
488,inhambane,-23.865,35.3833,24.99,83,20,4.63,MZ,1685637058
489,chabahar,25.2919,60.643,32.0,60,100,4.89,IR,1685636965
490,torquay,50.4638,-3.5143,21.71,78,11,2.24,GB,1685636504
491,lazaro cardenas,17.9583,-102.2,30.39,54,3,3.46,MX,1685637058
492,salahonda,2.1019,-78.7217,26.78,81,97,3.11,CO,1685637059
493,bakchar,57.0186,82.0711,19.43,62,75,2.2,RU,1685637059
494,stanthorpe,-28.6667,151.95,9.68,89,3,1.87,AU,1685637059
495,kitimat,54.0524,-128.6534,11.62,67,88,0.45,CA,1685637060
496,dahlonega,34.5326,-83.9849,26.2,68,98,2.21,US,1685637060
497,wangjing,24.6,94.0333,23.19,68,18,0.8,IN,1685637060
498,nieuw amsterdam,5.8833,-55.0833,32.3,71,40,2.57,SR,1685637061
499,sucre,-19.0333,-65.2627,19.53,27,0,2.97,BO,1685637061
500,manismata,-2.4667,111.0333,24.01,95,99,1.27,ID,1685637061
501,bata,1.8639,9.7658,27.16,83,42,3.51,GQ,1685637062
502,trubchevsk,52.5798,33.7644,17.15,68,5,0.72,RU,1685637063
503,howard springs,-12.497,131.047,22.95,89,67,1.66,AU,1685637063
504,chu,43.5983,73.7614,18.32,25,7,4.69,KZ,1685637064
505,serhiyivka,46.0272,30.3768,20.33,63,3,4.2,UA,1685636783
506,hovd,48.0056,91.6419,9.33,64,100,2.99,MN,1685637064
507,gao,16.6362,1.637,41.59,8,79,5.11,ML,1685637065
508,fiambala,-27.6871,-67.6149,23.01,21,0,3.01,AR,1685637065
509,kayyerkan,69.3786,87.7439,4.61,100,100,3.68,RU,1685637065
510,santa elena de uairen,4.6167,-61.1333,26.38,59,73,3.84,VE,1685637065
511,saint-philippe,-21.3585,55.7679,22.77,76,58,5.47,RE,1685637066
512,port-vila,-17.7338,168.3219,23.78,94,100,1.54,VU,1685637066
513,severo-yeniseyskiy,60.3725,93.0408,12.81,58,78,1.78,RU,1685637067
514,claveria,18.6074,121.0832,26.78,82,88,3.98,PH,1685637067
515,male,4.1748,73.5089,28.97,89,75,7.2,MV,1685636866
516,amga,60.8953,131.9608,10.89,91,100,0.88,RU,1685637067
517,zaozersk,69.4005,32.4476,3.89,69,100,8.01,RU,1685637067
518,general roca,-39.0333,-67.5833,17.57,32,18,9.74,AR,1685636790
519,phang nga,8.4509,98.5298,27.02,95,92,1.52,TH,1685637068
520,soc trang,9.6033,105.98,27.49,81,100,3.08,VN,1685637068
521,toamasina,-18.1667,49.3833,21.0,88,40,2.06,MG,1685637068
522,tamanrasset,22.785,5.5228,33.95,8,0,4.12,DZ,1685637068
523,el dorado,38.7666,-120.5177,20.91,66,2,3.17,US,1685637068
524,woodlake,37.4211,-77.6793,24.54,82,100,3.6,US,1685637068
525,westport,41.1415,-73.3579,31.27,51,0,3.09,US,1685637068
526,sao tome,0.3365,6.7273,27.12,78,72,3.29,ST,1685637069
527,san juan de miraflores,-12.1629,-76.9635,25.09,68,19,4.0,PE,1685637069
528,lerwick,60.1545,-1.1494,9.0,67,26,4.86,GB,1685637069
529,khon buri,14.5254,102.2459,31.41,100,69,4.29,TH,1685637069
530,carutapera,-1.195,-46.02,30.54,63,14,3.74,BR,1685637069
531,kaa-khem,51.6833,94.7333,10.19,73,30,2.43,RU,1685637069
532,pul-e khumri,35.9446,68.7151,25.33,13,0,0.69,AF,1685636964
533,beyneu,45.3167,55.2,30.93,12,70,5.85,KZ,1685637069
534,teluk nibung,3.001,99.8164,25.56,90,100,1.09,ID,1685637070
535,krasnoufimsk,56.6059,57.7669,17.31,76,62,1.97,RU,1685637070
536,verkhotur'ye,58.8627,60.8054,17.44,68,13,2.22,RU,1685637070
537,ankazoabo,-22.2833,44.5167,20.54,40,99,1.2,MG,1685637070
538,mahajanga,-15.7167,46.3167,26.01,78,20,1.54,MG,1685637070
539,lhasa,29.65,91.1,15.2,42,9,3.51,CN,1685637070
540,yarumal,6.9632,-75.4174,15.31,90,100,0.13,CO,1685637071
541,bubaque,11.2833,-15.8333,27.66,83,97,6.3,GW,1685637071
542,oriximina,-1.7656,-55.8661,32.68,49,25,2.84,BR,1685637071
543,bageshwar,29.85,79.7667,19.06,64,46,1.67,IN,1685637071
544,muroto-misakicho,33.2833,134.15,21.22,99,100,1.4,JP,1685637071
545,oroqen zizhiqi,50.5667,123.7167,7.4,86,41,1.84,CN,1685637071
546,rodriguez,14.7314,121.1417,28.31,85,93,2.84,PH,1685637071
547,san isidro,-12.1167,-77.05,25.56,68,100,5.66,PE,1685637072
548,el fasher,13.6279,25.3494,38.07,9,47,4.32,SD,1685636891
549,chita,52.0333,113.55,5.94,87,40,2.0,RU,1685636822
550,iquique,-20.2208,-70.1431,19.02,69,62,1.06,CL,1685636796
551,hadibu,12.65,54.0333,30.03,76,99,2.24,YE,1685637072
552,tshela,-4.9833,12.9333,25.19,86,83,0.85,CD,1685637072
553,qarauyl,48.9451,79.255,14.13,56,0,3.88,KZ,1685637072
554,muisne,0.6,-80.0333,26.74,84,100,2.7,EC,1685637072
555,ulsteinvik,62.3432,5.8487,10.6,64,26,5.36,NO,1685637055
556,palmer,42.1584,-72.3287,31.34,41,20,0.45,US,1685637073
557,champerico,14.3,-91.9167,30.3,66,0,2.79,GT,1685637073
558,olyokminsk,60.3736,120.4264,8.13,59,12,1.0,RU,1685637073
559,myeik,12.4333,98.6,27.05,85,37,2.99,MM,1685637073
560,konarka,19.9,86.1167,30.22,70,99,4.85,IN,1685637073
561,concepcion del oro,24.6333,-101.4167,23.85,34,0,1.25,MX,1685637073
562,ishimbay,53.4545,56.0415,19.62,80,77,3.06,RU,1685637074
563,vadso,70.0744,29.7487,6.09,61,75,6.69,NO,1685637074
564,oak bay,48.4496,-123.3026,15.52,66,20,3.6,CA,1685637074
565,banfora,10.6333,-4.7667,33.71,48,100,2.35,BF,1685637074
566,neiafu,-18.65,-173.9833,19.38,100,20,0.0,TO,1685637074
567,kayangel,8.0823,134.7173,28.35,75,98,1.39,PW,1685637074
568,negotin,44.2264,22.5308,21.97,66,65,1.6,RS,1685636918
569,el calafate,-50.3408,-72.2768,3.84,71,100,1.46,AR,1685637065
570,renqiu,38.6989,116.0936,23.11,32,24,6.95,CN,1685637075
571,chipinge,-20.1883,32.6236,17.75,55,59,2.55,ZW,1685637075
572,kukmor,56.1855,50.8944,16.29,74,48,2.53,RU,1685636708
573,hultsfred,57.4882,15.8436,15.87,32,62,3.85,SE,1685636956
574,acatlan de osorio,18.2,-98.05,29.76,43,0,3.07,MX,1685637075
575,ibi,38.6253,-0.5723,19.64,76,66,2.8,ES,1685636902
576,tual,-5.6667,132.75,27.36,82,96,9.32,ID,1685637075
577,medina,24.4686,39.6142,39.24,9,20,3.6,SA,1685637070
578,tinajo,29.0788,-13.7081,26.49,44,40,5.66,ES,1685637076
579,mascara,35.3966,0.1403,26.51,31,100,5.89,DZ,1685637003
580,orsa,54.5153,30.4053,15.13,67,60,2.21,BY,1685637030
581,san jose del guaviare,2.5729,-72.6459,25.45,93,95,2.23,CO,1685637076
582,ataq,14.5377,46.8319,27.61,53,42,5.03,YE,1685637076
